OrderNumber,OrderDate,Customer Name Index,Channel,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
SO - 000398,01-03-2013,9,Distributor,AXW291,11,2,11,2385.20,26237.20,1454.97
SO - 000399,02-03-2013,18,Export,AXW291,15,2,12,221.10,2653.20,172.46
SO - 000400,02-03-2013,1,Wholesale,AXW291,22,9,6,5708.40,34250.40,2682.95
SO - 000401,02-03-2013,38,Wholesale,NXH382,52,2,7,1038.50,7269.50,830.80
SO - 000402,02-03-2013,43,Distributor,AXW291,4,1,7,3993.20,27952.40,3234.49
SO - 000403,02-03-2013,14,Distributor,GUT930,35,5,12,1085.40,13024.80,792.34
SO - 000404,03-03-2013,36,Wholesale,NXH382,50,2,11,3886.00,42746.00,2020.72
SO - 000405,03-03-2013,21,Wholesale,NXH382,53,8,6,3986.50,23919.00,2670.96
SO - 000406,03-03-2013,41,Wholesale,AXW291,22,11,8,1206.00,9648.00,988.92
SO - 000407,03-03-2013,38,Export,FLR025,65,5,6,1842.50,11055.00,1050.23
SO - 000408,03-03-2013,22,Distributor,NXH382,54,5,6,5051.80,30310.80,2930.04
SO - 000409,03-03-2013,4,Distributor,GUT930,45,7,11,1165.80,12823.80,466.32
SO - 000410,03-03-2013,21,Wholesale,FLR025,60,3,11,3966.40,43630.40,2340.18
SO - 000411,03-03-2013,17,Wholesale,NXH382,58,13,9,1802.30,16220.70,1495.91
SO - 000412,04-03-2013,36,Wholesale,AXW291,28,11,8,1105.50,8844.00,851.24
SO - 000413,04-03-2013,16,Wholesale,AXW291,9,5,9,1889.40,17004.60,1398.16
SO - 000414,05-03-2013,40,Wholesale,FLR025,63,10,6,1018.40,6110.40,661.96
SO - 000415,05-03-2013,8,Wholesale,NXH382,53,12,12,3865.90,46390.80,2822.11
SO - 000416,05-03-2013,30,Wholesale,GUT930,46,4,10,998.30,9983.00,449.24
SO - 000417,05-03-2013,48,Distributor,AXW291,27,11,6,254.60,1527.60,127.30
SO - 000418,05-03-2013,13,Wholesale,AXW291,2,13,7,703.50,4924.50,316.58
SO - 000419,05-03-2013,47,Wholesale,AXW291,12,2,7,1092.10,7644.70,546.05
SO - 000420,06-03-2013,6,Export,AXW291,11,1,8,1038.50,8308.00,560.79
SO - 000421,06-03-2013,50,Distributor,GUT930,34,3,12,2398.60,28783.20,1894.89
SO - 000422,06-03-2013,32,Export,AXW291,27,7,6,897.80,5386.80,368.10
SO - 000423,06-03-2013,30,Wholesale,AXW291,8,11,12,5212.60,62551.20,3179.69
SO - 000424,06-03-2013,46,Export,AXW291,19,7,5,254.60,1273.00,206.23
SO - 000425,06-03-2013,29,Distributor,GUT930,43,6,7,3926.20,27483.40,2120.15
SO - 000426,06-03-2013,13,Wholesale,NXH382,57,2,7,1165.80,8160.60,582.90
SO - 000427,06-03-2013,44,Export,GUT930,33,1,8,3859.20,30873.60,2354.11
SO - 000428,06-03-2013,4,Export,AXW291,13,9,5,167.50,837.50,100.50
SO - 000429,07-03-2013,22,Distributor,NXH382,60,1,9,1681.70,15135.30,891.30
SO - 000430,07-03-2013,38,Export,AXW291,25,2,7,924.60,6472.20,665.71
SO - 000431,07-03-2013,13,Wholesale,AXW291,22,12,9,3966.40,35697.60,3371.44
SO - 000432,07-03-2013,19,Distributor,NXH382,51,11,6,938.00,5628.00,450.24
SO - 000433,07-03-2013,20,Distributor,AXW291,15,9,8,1983.20,15865.60,1090.76
SO - 000434,07-03-2013,27,Wholesale,AXW291,30,1,10,2586.20,25862.00,2094.82
SO - 000435,07-03-2013,14,Export,AXW291,16,13,12,3061.90,36742.80,2051.47
SO - 000436,07-03-2013,30,Export,NXH382,58,7,11,1051.90,11570.90,452.32
SO - 000437,07-03-2013,11,Export,GUT930,41,7,9,261.30,2351.70,104.52
SO - 000438,08-03-2013,4,Wholesale,AXW291,25,2,5,6143.90,30719.50,3071.95
SO - 000439,08-03-2013,45,Distributor,AXW291,26,2,9,2472.30,22250.70,1928.39
SO - 000440,08-03-2013,6,Wholesale,NXH382,57,1,9,3892.70,35034.30,3075.23
SO - 000441,08-03-2013,33,Distributor,GUT930,39,6,10,964.80,9648.00,492.05
SO - 000442,08-03-2013,46,Export,FLR025,62,6,12,3832.40,45988.80,3104.24
SO - 000443,08-03-2013,12,Distributor,GUT930,35,1,6,964.80,5788.80,781.49
SO - 000444,08-03-2013,48,Wholesale,AXW291,22,1,11,1118.90,12307.90,794.42
SO - 000445,08-03-2013,43,Wholesale,NXH382,58,11,6,180.90,1085.40,74.17
SO - 000446,08-03-2013,23,Wholesale,AXW291,18,7,7,844.20,5909.40,346.12
SO - 000447,08-03-2013,25,Export,AXW291,18,11,6,3490.70,20944.20,1780.26
SO - 000448,09-03-2013,39,Distributor,AXW291,12,11,10,1112.20,11122.00,778.54
SO - 000449,09-03-2013,42,Wholesale,AXW291,23,1,7,1072.00,7504.00,568.16
SO - 000450,09-03-2013,20,Wholesale,AXW291,1,7,7,1078.70,7550.90,906.11
SO - 000451,09-03-2013,10,Wholesale,NXH382,49,9,9,5433.70,48903.30,3857.93
SO - 000452,09-03-2013,17,Distributor,NXH382,56,1,6,3906.10,23436.60,3163.94
SO - 000453,09-03-2013,21,Distributor,AXW291,19,1,5,2458.90,12294.50,2090.07
SO - 000454,09-03-2013,8,Export,NXH382,47,5,8,1112.20,8897.60,856.39
SO - 000455,10-03-2013,31,Export,AXW291,27,1,6,1065.30,6391.80,745.71
SO - 000456,10-03-2013,5,Distributor,NXH382,54,14,7,1862.60,13038.20,1359.70
SO - 000457,11-03-2013,11,Wholesale,NXH382,49,2,9,1822.40,16401.60,1184.56
SO - 000458,11-03-2013,35,Distributor,AXW291,29,1,10,1065.30,10653.00,575.26
SO - 000459,11-03-2013,26,Wholesale,AXW291,6,9,5,5875.90,29379.50,4289.41
SO - 000460,11-03-2013,10,Wholesale,AXW291,28,1,5,1728.60,8643.00,708.73
SO - 000461,11-03-2013,50,Distributor,AXW291,23,5,5,3832.40,19162.00,2452.74
SO - 000462,12-03-2013,24,Wholesale,NXH382,47,12,8,1025.10,8200.80,861.08
SO - 000463,12-03-2013,1,Distributor,AXW291,21,13,10,1815.70,18157.00,944.16
SO - 000464,13-03-2013,22,Wholesale,NXH382,53,7,5,3839.10,19195.50,1689.20
SO - 000465,13-03-2013,15,Wholesale,AXW291,11,9,5,2425.40,12127.00,1430.99
SO - 000466,13-03-2013,38,Wholesale,GUT930,40,13,5,3865.90,19329.50,1971.61
SO - 000467,13-03-2013,45,Distributor,FLR025,64,7,8,2653.20,21225.60,1857.24
SO - 000468,13-03-2013,42,Distributor,AXW291,17,1,7,991.60,6941.20,594.96
SO - 000469,13-03-2013,9,Wholesale,FLR025,63,13,8,2512.50,20100.00,2060.25
SO - 000470,14-03-2013,6,Wholesale,AXW291,8,7,11,2613.00,28743.00,1332.63
SO - 000471,14-03-2013,1,Wholesale,FLR025,65,4,7,5721.80,40052.60,3375.86
SO - 000472,14-03-2013,8,Wholesale,GUT930,42,1,12,1768.80,21225.60,831.34
SO - 000473,14-03-2013,19,Export,GUT930,40,12,5,2606.30,13031.50,1251.02
SO - 000474,14-03-2013,10,Export,FLR025,60,7,10,2452.20,24522.00,1569.41
SO - 000475,15-03-2013,49,Wholesale,GUT930,38,13,12,964.80,11577.60,694.66
SO - 000476,15-03-2013,44,Export,AXW291,17,13,11,1125.60,12381.60,562.80
SO - 000477,15-03-2013,30,Distributor,NXH382,57,7,11,857.60,9433.60,548.86
SO - 000478,15-03-2013,37,Wholesale,AXW291,5,1,9,3906.10,35154.90,1796.81
SO - 000479,15-03-2013,8,Export,AXW291,29,5,5,1078.70,5393.50,506.99
SO - 000480,15-03-2013,13,Wholesale,NXH382,51,10,12,2432.10,29185.20,1264.69
SO - 000481,16-03-2013,2,Wholesale,AXW291,17,7,7,958.10,6706.70,536.54
SO - 000482,16-03-2013,42,Wholesale,AXW291,25,7,6,864.30,5185.80,726.01
SO - 000483,16-03-2013,40,Distributor,AXW291,27,5,12,864.30,10371.60,700.08
SO - 000484,16-03-2013,40,Distributor,GUT930,35,11,5,891.10,4455.50,579.22
SO - 000485,16-03-2013,17,Wholesale,AXW291,18,5,6,3979.80,23878.80,2069.50
SO - 000486,16-03-2013,23,Wholesale,GUT930,39,1,5,837.50,4187.50,469.00
SO - 000487,16-03-2013,28,Distributor,AXW291,14,13,9,2318.20,20863.80,1738.65
SO - 000488,17-03-2013,41,Wholesale,AXW291,6,6,7,1822.40,12756.80,801.86
SO - 000489,17-03-2013,29,Distributor,NXH382,60,11,6,1165.80,6994.80,664.51
SO - 000490,17-03-2013,11,Wholesale,AXW291,8,9,7,234.50,1641.50,187.60
SO - 000491,17-03-2013,11,Wholesale,GUT930,44,1,11,2452.20,26974.20,1912.72
SO - 000492,18-03-2013,19,Distributor,FLR025,60,13,11,261.30,2874.30,133.26
SO - 000493,18-03-2013,29,Export,AXW291,16,7,10,1031.80,10318.00,453.99
SO - 000494,18-03-2013,18,Wholesale,FLR025,63,11,8,3082.00,24656.00,1849.20
SO - 000495,18-03-2013,27,Wholesale,NXH382,56,9,11,6405.20,70457.20,3138.55
SO - 000496,19-03-2013,22,Distributor,AXW291,30,7,7,1822.40,12756.80,947.65
SO - 000497,19-03-2013,29,Wholesale,GUT930,33,10,11,1279.70,14076.70,1062.15
SO - 000498,19-03-2013,3,Wholesale,NXH382,51,1,5,3932.90,19664.50,2635.04
SO - 000499,19-03-2013,28,Wholesale,NXH382,56,1,9,201.00,1809.00,80.40
SO - 000500,19-03-2013,11,Wholesale,AXW291,26,1,9,3946.30,35516.70,2131.00
SO - 000501,19-03-2013,49,Wholesale,AXW291,13,11,12,1909.50,22914.00,1317.56
SO - 000502,19-03-2013,47,Distributor,AXW291,22,4,5,2412.00,12060.00,1109.52
SO - 000503,20-03-2013,50,Wholesale,AXW291,28,2,12,964.80,11577.60,675.36
SO - 000504,20-03-2013,42,Wholesale,AXW291,11,14,9,1996.60,17969.40,1457.52
SO - 000505,20-03-2013,21,Wholesale,GUT930,41,6,10,1045.20,10452.00,700.28
SO - 000506,20-03-2013,41,Wholesale,AXW291,7,13,12,3879.30,46551.60,3219.82
SO - 000507,20-03-2013,50,Wholesale,AXW291,14,2,12,5976.40,71716.80,3466.31
SO - 000508,20-03-2013,13,Wholesale,GUT930,46,11,8,2257.90,18063.20,1264.42
SO - 000509,20-03-2013,9,Distributor,GUT930,34,5,10,241.20,2412.00,154.37
SO - 000510,21-03-2013,35,Distributor,AXW291,13,1,6,1983.20,11899.20,793.28
SO - 000511,21-03-2013,1,Export,FLR025,66,5,6,3919.50,23517.00,3331.58
SO - 000512,21-03-2013,17,Distributor,GUT930,32,1,9,241.20,2170.80,135.07
SO - 000513,21-03-2013,35,Distributor,AXW291,1,5,11,3946.30,43409.30,2012.61
SO - 000514,21-03-2013,6,Wholesale,AXW291,29,1,7,3966.40,27764.80,3054.13
SO - 000515,21-03-2013,6,Wholesale,AXW291,20,7,7,1829.10,12803.70,1463.28
SO - 000516,22-03-2013,15,Wholesale,NXH382,50,7,12,2733.60,32803.20,1230.12
SO - 000517,22-03-2013,20,Distributor,NXH382,59,7,9,844.20,7597.80,717.57
SO - 000518,22-03-2013,28,Wholesale,NXH382,55,2,6,6231.00,37386.00,4922.49
SO - 000519,22-03-2013,16,Distributor,AXW291,12,9,10,1159.10,11591.00,614.32
SO - 000520,22-03-2013,15,Wholesale,AXW291,8,11,6,3966.40,23798.40,2379.84
SO - 000521,22-03-2013,41,Wholesale,AXW291,1,5,5,1105.50,5527.50,740.69
SO - 000522,22-03-2013,16,Wholesale,AXW291,11,11,8,1125.60,9004.80,731.64
SO - 000523,22-03-2013,19,Distributor,AXW291,25,13,11,897.80,9875.80,709.26
SO - 000524,22-03-2013,21,Wholesale,AXW291,13,7,5,207.70,1038.50,83.08
SO - 000525,22-03-2013,43,Wholesale,FLR025,65,2,10,3959.70,39597.00,2138.24
SO - 000526,22-03-2013,21,Wholesale,NXH382,58,1,6,1755.40,10532.40,912.81
SO - 000527,23-03-2013,37,Wholesale,GUT930,39,1,7,3001.60,21011.20,1650.88
SO - 000528,23-03-2013,33,Wholesale,NXH382,49,11,7,1031.80,7222.60,464.31
SO - 000529,23-03-2013,21,Export,AXW291,10,10,10,3966.40,39664.00,2776.48
SO - 000530,23-03-2013,48,Distributor,AXW291,18,1,6,1681.70,10090.20,1126.74
SO - 000531,23-03-2013,33,Wholesale,AXW291,2,4,6,1172.50,7035.00,809.03
SO - 000532,23-03-2013,26,Distributor,NXH382,55,2,5,716.90,3584.50,473.15
SO - 000533,23-03-2013,12,Wholesale,NXH382,52,2,6,6465.50,38793.00,3879.30
SO - 000534,23-03-2013,30,Wholesale,NXH382,53,6,11,241.20,2653.20,101.30
SO - 000535,23-03-2013,38,Export,AXW291,22,7,6,1929.60,11577.60,849.02
SO - 000536,23-03-2013,23,Wholesale,AXW291,30,1,12,3953.00,47436.00,3280.99
SO - 000537,23-03-2013,46,Distributor,GUT930,37,11,8,2492.40,19939.20,1320.97
SO - 000538,24-03-2013,15,Export,NXH382,54,1,5,241.20,1206.00,185.72
SO - 000539,24-03-2013,34,Distributor,GUT930,38,7,6,951.40,5708.40,380.56
SO - 000540,24-03-2013,45,Export,AXW291,14,1,10,6217.60,62176.00,5284.96
SO - 000541,24-03-2013,15,Distributor,AXW291,14,5,6,2351.70,14110.20,1246.40
SO - 000542,24-03-2013,19,Distributor,AXW291,25,13,7,1132.30,7926.10,871.87
SO - 000543,24-03-2013,1,Wholesale,GUT930,38,11,6,1145.70,6874.20,607.22
SO - 000544,24-03-2013,15,Wholesale,AXW291,23,2,6,3725.20,22351.20,2048.86
SO - 000545,25-03-2013,50,Wholesale,GUT930,35,11,11,944.70,10391.70,689.63
SO - 000546,25-03-2013,39,Distributor,AXW291,29,2,9,1219.40,10974.60,560.92
SO - 000547,25-03-2013,30,Wholesale,GUT930,38,7,11,1051.90,11570.90,736.33
SO - 000548,26-03-2013,31,Wholesale,AXW291,4,1,10,207.70,2077.00,135.01
SO - 000549,26-03-2013,14,Export,GUT930,37,5,8,1862.60,14900.80,1098.93
SO - 000550,26-03-2013,26,Distributor,AXW291,14,12,12,1889.40,22672.80,1152.53
SO - 000551,26-03-2013,40,Wholesale,FLR025,64,13,6,2653.20,15919.20,2016.43
SO - 000552,26-03-2013,43,Wholesale,FLR025,62,9,9,3953.00,35577.00,1818.38
SO - 000553,26-03-2013,5,Export,FLR025,66,1,12,227.80,2733.60,191.35
SO - 000554,26-03-2013,28,Distributor,NXH382,56,7,12,3879.30,46551.60,1551.72
SO - 000555,27-03-2013,21,Wholesale,AXW291,28,1,5,1045.20,5226.00,804.80
SO - 000556,27-03-2013,4,Wholesale,NXH382,54,5,12,5071.90,60862.80,2535.95
SO - 000557,27-03-2013,23,Wholesale,FLR025,66,13,8,241.20,1929.60,144.72
SO - 000558,28-03-2013,35,Distributor,AXW291,18,13,6,2298.10,13788.60,1539.73
SO - 000559,28-03-2013,25,Distributor,AXW291,12,7,12,3845.80,46149.60,1845.98
SO - 000560,28-03-2013,21,Distributor,GUT930,46,9,8,2425.40,19403.20,1042.92
SO - 000561,28-03-2013,48,Wholesale,AXW291,2,1,7,1206.00,8442.00,663.30
SO - 000562,28-03-2013,50,Distributor,AXW291,23,1,6,221.10,1326.60,179.09
SO - 000563,28-03-2013,30,Wholesale,GUT930,46,2,9,3825.70,34431.30,2563.22
SO - 000564,28-03-2013,27,Wholesale,AXW291,8,2,5,857.60,4288.00,394.50
SO - 000565,28-03-2013,31,Distributor,AXW291,8,1,10,3825.70,38257.00,2563.22
SO - 000566,28-03-2013,5,Wholesale,AXW291,20,7,8,1996.60,15972.80,898.47
SO - 000567,28-03-2013,10,Distributor,AXW291,27,1,8,234.50,1876.00,121.94
SO - 000568,28-03-2013,15,Wholesale,GUT930,37,5,8,1896.10,15168.80,948.05
SO - 000569,29-03-2013,1,Distributor,AXW291,21,5,5,207.70,1038.50,87.23
SO - 000570,29-03-2013,8,Distributor,AXW291,20,7,11,167.50,1842.50,125.63
SO - 000571,29-03-2013,22,Wholesale,NXH382,54,11,10,3986.50,39865.00,2591.23
SO - 000572,29-03-2013,28,Wholesale,AXW291,21,6,7,2546.00,17822.00,1018.40
SO - 000573,29-03-2013,28,Wholesale,AXW291,25,1,9,864.30,7778.70,380.29
SO - 000574,29-03-2013,40,Export,AXW291,27,5,5,1876.00,9380.00,1350.72
SO - 000575,29-03-2013,3,Distributor,NXH382,56,11,7,247.90,1735.30,163.61
SO - 000576,30-03-2013,21,Wholesale,AXW291,28,11,6,5051.80,30310.80,3435.22
SO - 000577,31-03-2013,3,Export,NXH382,48,1,5,1011.70,5058.50,667.72
SO - 000578,31-03-2013,16,Distributor,GUT930,44,2,9,1862.60,16763.40,1247.94
SO - 000579,31-03-2013,31,Export,AXW291,27,7,8,1246.20,9969.60,660.49
SO - 000580,31-03-2013,26,Export,FLR025,63,11,7,1688.40,11818.80,1215.65
SO - 000581,31-03-2013,30,Wholesale,GUT930,43,5,5,5916.10,29580.50,4673.72
SO - 000582,01-04-2013,17,Wholesale,GUT930,35,2,9,5132.20,46189.80,2771.39
SO - 000583,01-04-2013,46,Distributor,AXW291,15,9,8,1118.90,8951.20,839.18
SO - 000584,02-04-2013,39,Export,GUT930,39,7,11,5835.70,64192.70,3968.28
SO - 000585,02-04-2013,29,Wholesale,NXH382,50,11,9,6036.70,54330.30,3139.08
SO - 000586,02-04-2013,22,Distributor,AXW291,31,7,8,1031.80,8254.40,825.44
SO - 000587,02-04-2013,37,Wholesale,FLR025,60,7,10,5956.30,59563.00,4407.66
SO - 000588,03-04-2013,9,Distributor,AXW291,19,2,6,3932.90,23597.40,2989.00
SO - 000589,03-04-2013,3,Wholesale,GUT930,45,1,6,5889.30,35335.80,4416.98
SO - 000590,03-04-2013,13,Export,NXH382,59,11,7,2458.90,17212.30,1647.46
SO - 000591,03-04-2013,38,Wholesale,AXW291,19,1,6,3912.80,23476.80,2034.66
SO - 000592,03-04-2013,48,Wholesale,AXW291,25,1,5,5668.20,28341.00,3570.97
SO - 000593,03-04-2013,18,Wholesale,AXW291,1,13,8,5547.60,44380.80,4216.18
SO - 000594,03-04-2013,35,Export,AXW291,20,4,10,201.00,2010.00,96.48
SO - 000595,03-04-2013,40,Wholesale,FLR025,65,7,9,247.90,2231.10,198.32
SO - 000596,04-04-2013,2,Distributor,NXH382,51,9,6,3859.20,23155.20,3125.95
SO - 000597,04-04-2013,40,Wholesale,GUT930,39,2,10,5487.30,54873.00,3127.76
SO - 000598,04-04-2013,25,Wholesale,GUT930,40,13,11,1809.00,19899.00,1157.76
SO - 000599,04-04-2013,11,Export,AXW291,18,7,7,2405.30,16837.10,1731.82
SO - 000600,05-04-2013,31,Wholesale,GUT930,34,13,8,790.60,6324.80,672.01
SO - 000601,05-04-2013,46,Distributor,NXH382,53,5,7,3202.60,22418.20,2177.77
SO - 000602,05-04-2013,48,Wholesale,NXH382,57,1,12,1058.60,12703.20,645.75
SO - 000603,06-04-2013,33,Wholesale,AXW291,7,7,9,1768.80,15919.20,778.27
SO - 000604,06-04-2013,1,Export,GUT930,36,13,7,971.50,6800.50,534.33
SO - 000605,06-04-2013,34,Distributor,AXW291,28,11,5,938.00,4690.00,478.38
SO - 000606,06-04-2013,49,Wholesale,AXW291,5,6,9,958.10,8622.90,756.90
SO - 000607,06-04-2013,1,Wholesale,AXW291,30,11,8,3705.10,29640.80,2111.91
SO - 000608,06-04-2013,48,Wholesale,GUT930,47,4,12,1025.10,12301.20,686.82
SO - 000609,06-04-2013,4,Export,GUT930,33,5,6,2592.90,15557.40,1711.31
SO - 000610,06-04-2013,15,Wholesale,AXW291,27,5,11,3865.90,42524.90,3054.06
SO - 000611,07-04-2013,30,Wholesale,FLR025,63,2,6,5634.70,33808.20,4226.03
SO - 000612,07-04-2013,41,Wholesale,FLR025,65,9,10,971.50,9715.00,621.76
SO - 000613,07-04-2013,3,Distributor,GUT930,40,1,11,1051.90,11570.90,694.25
SO - 000614,07-04-2013,3,Wholesale,GUT930,36,14,5,1051.90,5259.50,683.74
SO - 000615,07-04-2013,29,Export,GUT930,41,3,12,1139.00,13668.00,854.25
SO - 000616,07-04-2013,16,Distributor,AXW291,6,9,7,5849.10,40943.70,3041.53
SO - 000617,08-04-2013,21,Export,AXW291,13,7,10,2264.60,22646.00,1222.88
SO - 000618,08-04-2013,26,Export,AXW291,19,7,9,1125.60,10130.40,889.22
SO - 000619,08-04-2013,37,Distributor,AXW291,2,2,8,1078.70,8629.60,755.09
SO - 000620,09-04-2013,23,Wholesale,AXW291,11,7,11,2405.30,26458.30,1635.60
SO - 000621,09-04-2013,17,Export,AXW291,28,7,7,1072.00,7504.00,707.52
SO - 000622,09-04-2013,4,Export,GUT930,37,2,11,5808.90,63897.90,3369.16
SO - 000623,09-04-2013,21,Distributor,GUT930,37,9,8,3926.20,31409.60,1845.31
SO - 000624,09-04-2013,29,Wholesale,NXH382,52,1,11,201.00,2211.00,160.80
SO - 000625,09-04-2013,39,Wholesale,AXW291,3,7,5,1882.70,9413.50,1430.85
SO - 000626,10-04-2013,30,Distributor,AXW291,27,1,8,2532.60,20260.80,1089.02
SO - 000627,10-04-2013,33,Wholesale,AXW291,4,1,6,207.70,1246.20,135.01
SO - 000628,10-04-2013,41,Distributor,AXW291,21,1,9,241.20,2170.80,180.90
SO - 000629,10-04-2013,21,Wholesale,GUT930,40,2,7,1152.40,8066.80,507.06
SO - 000630,11-04-2013,40,Wholesale,GUT930,35,7,7,3879.30,27155.10,2288.79
SO - 000631,11-04-2013,37,Wholesale,GUT930,40,14,7,3865.90,27061.30,3170.04
SO - 000632,11-04-2013,35,Distributor,AXW291,22,11,8,1835.80,14686.40,1248.34
SO - 000633,11-04-2013,37,Wholesale,FLR025,61,10,5,234.50,1172.50,180.57
SO - 000634,11-04-2013,10,Wholesale,NXH382,51,1,5,757.10,3785.50,507.26
SO - 000635,11-04-2013,39,Wholesale,GUT930,39,3,10,1005.00,10050.00,703.50
SO - 000636,11-04-2013,4,Distributor,AXW291,29,1,10,6391.80,63918.00,5113.44
SO - 000637,11-04-2013,13,Wholesale,NXH382,49,1,5,2740.30,13701.50,1123.52
SO - 000638,11-04-2013,48,Distributor,AXW291,11,11,5,924.60,4623.00,536.27
SO - 000639,11-04-2013,41,Distributor,AXW291,4,7,11,1031.80,11349.80,505.58
SO - 000640,12-04-2013,11,Wholesale,AXW291,17,6,12,1098.80,13185.60,769.16
SO - 000641,12-04-2013,10,Wholesale,NXH382,51,1,5,1132.30,5661.50,713.35
SO - 000642,12-04-2013,12,Wholesale,FLR025,63,2,6,2465.60,14793.60,1602.64
SO - 000643,12-04-2013,47,Distributor,AXW291,23,7,7,1005.00,7035.00,462.30
SO - 000644,12-04-2013,13,Wholesale,GUT930,46,1,9,1246.20,11215.80,1021.88
SO - 000645,12-04-2013,13,Distributor,NXH382,53,7,5,1025.10,5125.50,809.83
SO - 000646,12-04-2013,36,Distributor,AXW291,3,5,11,1902.80,20930.80,1084.60
SO - 000647,12-04-2013,34,Wholesale,NXH382,53,1,8,3738.60,29908.80,2056.23
SO - 000648,12-04-2013,39,Wholesale,GUT930,32,2,7,1996.60,13976.20,1237.89
SO - 000649,12-04-2013,38,Distributor,AXW291,14,1,6,2331.60,13989.60,1818.65
SO - 000650,12-04-2013,16,Export,GUT930,40,9,5,1078.70,5393.50,701.16
SO - 000651,12-04-2013,42,Distributor,FLR025,60,1,10,1788.90,17889.00,1216.45
SO - 000652,12-04-2013,36,Wholesale,FLR025,63,11,9,241.20,2170.80,161.60
SO - 000653,12-04-2013,45,Distributor,GUT930,44,7,12,1159.10,13909.20,533.19
SO - 000654,12-04-2013,12,Wholesale,AXW291,1,11,11,1051.90,11570.90,515.43
SO - 000655,13-04-2013,18,Wholesale,GUT930,44,13,7,5969.70,41787.90,3343.03
SO - 000656,13-04-2013,28,Wholesale,FLR025,64,8,11,3919.50,43114.50,2508.48
SO - 000657,13-04-2013,18,Export,AXW291,1,11,10,1118.90,11189.00,492.32
SO - 000658,13-04-2013,11,Export,FLR025,63,1,5,1118.90,5594.50,570.64
SO - 000659,13-04-2013,29,Wholesale,AXW291,5,7,9,5427.00,48843.00,3744.63
SO - 000660,14-04-2013,32,Wholesale,AXW291,20,5,5,3725.20,18626.00,2570.39
SO - 000661,14-04-2013,7,Wholesale,GUT930,39,9,5,187.60,938.00,75.04
SO - 000662,14-04-2013,4,Export,NXH382,54,9,5,3999.90,19999.50,3359.92
SO - 000663,14-04-2013,32,Wholesale,AXW291,3,1,11,971.50,10686.50,592.62
SO - 000664,14-04-2013,42,Wholesale,AXW291,4,9,10,1118.90,11189.00,727.29
SO - 000665,14-04-2013,33,Export,GUT930,38,7,12,864.30,10371.60,501.29
SO - 000666,15-04-2013,22,Wholesale,AXW291,21,2,11,5782.10,63603.10,4394.40
SO - 000667,15-04-2013,10,Wholesale,AXW291,28,5,6,904.50,5427.00,461.30
SO - 000668,15-04-2013,25,Wholesale,GUT930,34,1,6,247.90,1487.40,158.66
SO - 000669,16-04-2013,49,Export,NXH382,49,1,10,1708.50,17085.00,1213.04
SO - 000670,16-04-2013,39,Distributor,AXW291,30,1,10,1132.30,11323.00,702.03
SO - 000671,16-04-2013,20,Distributor,AXW291,22,1,5,1775.50,8877.50,1225.10
SO - 000672,16-04-2013,25,Distributor,AXW291,5,1,8,1902.80,15222.40,970.43
SO - 000673,16-04-2013,28,Wholesale,AXW291,27,1,8,5963.00,47704.00,2802.61
SO - 000674,16-04-2013,34,Wholesale,GUT930,38,7,6,3886.00,23316.00,2176.16
SO - 000675,16-04-2013,2,Wholesale,NXH382,51,7,9,1058.60,9527.40,635.16
SO - 000676,16-04-2013,33,Wholesale,GUT930,39,9,5,5815.60,29078.00,4419.86
SO - 000677,17-04-2013,45,Export,GUT930,44,5,11,5353.30,58886.30,4496.77
SO - 000678,17-04-2013,18,Wholesale,NXH382,54,13,11,5567.70,61244.70,4565.51
SO - 000679,17-04-2013,6,Distributor,AXW291,28,13,7,2512.50,17587.50,2135.63
SO - 000680,18-04-2013,22,Wholesale,NXH382,53,1,8,1681.70,13453.60,1227.64
SO - 000681,18-04-2013,39,Wholesale,NXH382,48,4,10,194.30,1943.00,136.01
SO - 000682,18-04-2013,18,Distributor,GUT930,46,14,8,2405.30,19242.40,1683.71
SO - 000683,18-04-2013,21,Distributor,NXH382,49,5,6,1038.50,6231.00,706.18
SO - 000684,18-04-2013,38,Wholesale,AXW291,13,5,8,857.60,6860.80,591.74
SO - 000685,18-04-2013,22,Wholesale,NXH382,52,5,8,1855.90,14847.20,1354.81
SO - 000686,18-04-2013,36,Distributor,AXW291,5,1,10,5621.30,56213.00,2585.80
SO - 000687,18-04-2013,26,Distributor,AXW291,17,13,7,1139.00,7973.00,649.23
SO - 000688,18-04-2013,9,Export,FLR025,63,13,10,2264.60,22646.00,1834.33
SO - 000689,19-04-2013,14,Wholesale,NXH382,55,2,7,884.40,6190.80,566.02
SO - 000690,19-04-2013,5,Wholesale,AXW291,15,7,5,683.40,3417.00,382.70
SO - 000691,19-04-2013,49,Export,AXW291,13,13,10,1025.10,10251.00,481.80
SO - 000692,19-04-2013,15,Export,AXW291,16,7,9,3731.90,33587.10,2276.46
SO - 000693,20-04-2013,31,Wholesale,FLR025,62,7,5,5567.70,27838.50,3229.27
SO - 000694,20-04-2013,16,Wholesale,AXW291,17,2,5,991.60,4958.00,525.55
SO - 000695,20-04-2013,43,Wholesale,AXW291,17,7,9,3852.50,34672.50,3043.48
SO - 000696,20-04-2013,16,Distributor,NXH382,48,1,11,3906.10,42967.10,1835.87
